# Highest 10000 probability pixels from Results/cumulative_reduced3Dmap-8_set_1.npz
# dec,ra,distance,weight
0.516016,0.471239,1390.000000,1.17067885e+03
2.519224,4.319690,1380.000000,1.17045094e+03
2.730455,4.123340,1340.000000,1.17020369e+03
0.516016,0.157080,1190.000000,1.17017931e+03
2.094395,6.185011,1400.000000,1.17003858e+03
2.094395,6.185011,1400.000000,1.17003858e+03
0.204480,0.392699,1340.000000,1.17002359e+03
0.204480,1.963495,1360.000000,1.16977295e+03
0.204480,3.534292,1250.000000,1.16965977e+03
1.738244,0.294524,1390.000000,1.16963487e+03
0.622368,0.916298,1400.000000,1.16934537e+03
0.411138,6.086836,1240.000000,1.16870135e+03
2.625576,4.869469,1400.000000,1.16864773e+03
1.141021,0.785398,1400.000000,1.16794114e+03
2.300524,5.399612,1370.000000,1.16790515e+03
0.622368,0.654498,1230.000000,1.16734305e+03
0.730574,6.170986,1340.000000,1.16725189e+03
2.411019,3.478192,1180.000000,1.16634904e+03
2.411019,2.580594,1340.000000,1.16629649e+03
2.730455,4.908739,1370.000000,1.16575567e+03
1.570796,4.221515,1320.000000,1.16564916e+03
2.300524,4.025166,1400.000000,1.16516065e+03
0.516016,4.555309,1380.000000,1.16505985e+03
0.622368,2.748894,1380.000000,1.16489663e+03
0.622368,2.748894,1380.000000,1.16489663e+03
0.622368,2.748894,1380.000000,1.16489663e+03
0.841069,2.258020,1300.000000,1.16484663e+03
2.730455,6.086836,1390.000000,1.16474200e+03
2.193623,5.890486,1370.000000,1.16430269e+03
2.519224,0.130900,1290.000000,1.16390668e+03
0.841069,5.988661,1400.000000,1.16320383e+03
0.841069,0.687223,1290.000000,1.16297985e+03
0.841069,0.687223,1290.000000,1.16297985e+03
0.622368,2.487094,1330.000000,1.16224996e+03
0.730574,4.151390,1330.000000,1.16156915e+03
2.625576,3.926991,1320.000000,1.16115176e+03
0.516016,6.126106,1160.000000,1.16113717e+03
2.834198,2.879793,1330.000000,1.16069759e+03
2.625576,5.811946,1320.000000,1.16031171e+03
2.625576,5.811946,1320.000000,1.16031171e+03
2.730455,4.123340,1330.000000,1.16027678e+03
0.622368,5.366887,1230.000000,1.16007737e+03
0.841069,0.883573,1380.000000,1.16005073e+03
2.519224,4.319690,1370.000000,1.15973118e+03
2.300524,4.221515,1170.000000,1.15935547e+03
2.834198,3.926991,1290.000000,1.15845105e+03
0.730574,5.946586,1320.000000,1.15818632e+03
0.730574,5.946586,1320.000000,1.15818632e+03
0.622368,4.843289,1310.000000,1.15782939e+03
0.841069,3.043418,1390.000000,1.15774953e+03
